Main Artist,Genres,Followers,Random Song,Lyrics
inna,electronic,1273115,Bad Boys,"Hear me up boy, listen to my heartbeatOh oh, I know that you want itHurry up and show me how your love feelsOh oh, come on right nowNo, don't tell me how you really love meOh oh, come on boy and show meNo, don't tell me how you really love meOh oh, come and get me nowUn petit peu dangereux, toiDangereux, moi, je te veux comme çaUn petit peu dangereux, toiT'as cherché, mais je suis celle celle là"
deorro,electronic,1251116,Yo Las Pongo,"Tres, dos, unoÉchale primoLos Tucanes De TijuanaDeorroVenga MaffioYo la pongo a baja'Yo la pongo a subi'Ahora muévele que lento, que esto se hizo pa'l bailarínYo la pongo a baja'Yo la pongo a subi'Ahora muévele que lento, que esto se hizo pa'l bailarínA las viejas pongo a cuchichiarA las viejas pongo a cachondearA las viejas pongo a disfrutarA las viejas pongo a saborearLa vieja que no baile yo la pongo a bailarLa vieja que no goce yo la pongo a gozarLa vieja que no brinque yo la pongo a brincarY a todas las mujeres yo las pongo a perrearThree, two, one, yeah!Todo el mundo con la mano en la cabezaSi tu quiere yo me subo pa' la mesaSabor melao con un poco de cerezaEsto se hizo pa' bailarlo apreta'o"
nick murphy,electronic,1246836,Forget About Me,"Save up and wake up by yourself to be honest, you know yeahGoin' down the same mistakes, yeah this is weighing downI've eaten nothing, you've seen it allWords just hold him downI don't need no lovin' no more, nowWay downWay down, easy nowWay down, easy nowI tame my mindBad yearI'll give it timeI'll make it clear, soAutomatic picturesA physical appearanceA community enrichesTrynna keep a settled distanceEverybody wants a reason to avoid their own conditionIt's like honesty is preciousAnd we fake the way we listen"
poshlaya molly,electronic,1233359,Супермаркет,"А что потом?Люблю ловить снежинки ртомРодной портвейн номер семь-семь-семьС друзьями спали под мостомМне снился сонМне снился сон Где ты даёшь то тем, то тем И не забуду никогда Там разбудили мусора Как обычно, пинкамиПацаны, меня не хватитМне срочно нужен супермаркетМоё сердечко так страдаетМне срочно нужен супермаркетПацаны, меня не хватитМне срочно нужен супермаркетМоё сердечко так страдаетМне срочно нужен супермаркетА что потом?Люблю ловить снежинки ртомРодной портвейн номер семь-семь-семьДрузья уснули под мостомА я не спал совсемПацаны, меня не хватитПацаны, меня не хватитПацаны, меня не хватитМне срочно нужен супермаркет!"
fatboy slim,electronic,1216217,The Rockafeller Skank,"Right about now, the funk soul brotherCheck it out now, the funk soul brotherRight about now, the funk soul brotherCheck it out now, the funk soul brotherRight about now, the funk soul brotherCheck it out now, the funk soul brotherRight about now, the funk soul brotherCheck it out now, the funk soul brotherRight about now, the funk soul brotherCheck it out now, the funk soul brotherRight about now, the funk soul brotherRight about now, 'bout now, 'bout now, 'bout nowRock, rock, rock, rock, rock, rock, rock, rockRock, rock, rock, rock, rock, rock, rock, rockRock, rock, rock, rock, rock, rock, rock, rockRockafeller, rockafellerRight about now, the funk soul brotherCheck it out now, the funk soul brotherRight about now, the funk soul brotherCheck it out now, the funk soul brotherRight about now, the funk soul brotherCheck it out now, the funk soul brotherRight about now, the funk soul brotherCheck it out now, the funk soul brother"
martin solveig,electronic,1215520,Intoxicated,Wooh!Let's danceNo time for romanceLet's danceNo time for romanceYou got me intoxicatedYou got me intoxicatedYou got me intoxicatedYou got me intoxicatedLet's danceNo time for romanceLet's danceNo time for romanceLet's dance No time for romance Let's dance No time for romance DanceNo time for romanceLet's danceNo time for romanceLet's dance No time for romance Let's dance No time for roma..
purity ring,electronic,1181554,Better Off Alone,"Do you think you're better off alone?Do you think you're better off alone?Do you think you're better off alone?Do you think you're better off alone?Talk to me, ooh-ooh, talk to meTalk to me, ooh-ooh, talk to meDo you think you're better off alone?Do you think you're better off alone?Do you think you're better off alone?Do you think you're better off alone?Do you think you're better off alone?Do you think you're better off alone?Talk to me, ooh-ooh, talk to meTalk to me, ooh-ooh, talk to meTalk to me"
justice,electronic,1174421,One Night/All Night,Woman'Cause if that's the only answerThen we could be together'Cause I wanna feel the pressureAnd I can be your woman'Cause if that's the only answerThen we could be together'Cause I wanna feel the pressureAnd I can be your woman'Cause if that's the only answerThen we could be together'Cause I wanna feel the pressureAnd I can be your woman'Cause if that's the only answerThеn we could be togethеr'Cause I wanna feel the pressureAnd I can be yourWoman'Cause if that's the only answerThen we could be together'Cause I wanna feel the pressureAnd I can be your woman'Cause if that's the only answerThen we could be together'Cause I wanna feel the pressureAnd I can be your woman'Cause if that's the only answerThen we could be together'Cause I wanna feel the pressureAnd I can be your woman
black coffee,electronic,1100348,Superman,"You know, I’ve been hurt so many timesIt got to a pointWhen I decidedI can’t do this any moreI need someone to hold meI need someone that needs meI need someone that loves meCan you be my superman?Can you be my superman?Can you be my superman?Can you be my superman?You know, we don’t have to be dramaticJust romanticDo all the little thingsThe little things, little things, little thingsThat excites meAs your womanGive me a kiss goodnightOver the phoneWhen you working lateWhen you’re out of townTell me how much you need it'Cause we deserve itWe can be together"
jack ü,electronic,1088409,Take Ü There (feat. Kiesza) - Missy Elliott Remix,"You show me there's something more to usThan the same old thing, no usual affairI will never dream of your love till you take me thereTill you take me there, ooh babeYou've got more love to give, babyOoh babe, ooh babeYou've got more love to give, babyOoh babe, ooh babeYou've got more love to give, babyOoh babe, ooh babeYou've got more love to give, love to giveLove to, love to, love to, love to, love, love, love, loveYou've got more love toYou've got more love toYou've got more love to give, babyOoh babe, ooh babeYou've got more love to give, love to giveLove to, love to, love to, love to, love, love, love, loveYou've got more love toI will never dream of your love till you take me thereTo take me thereTo take me there"
oh wonder,electronic,1064288,Technicolour Beat,"Lay down your slowCome settle down, settle downLet loose your glowCome settle down, settle downAnd I feel life for the very first timeLove in my arms, and the sun in my eyesI feel safe in the 5 a.m. lightYou carry my fears as the heavens set fireJump into the heat, spinning on our feetIn a technicolour beat, you and meCaught up in a dream, in a technicolour beatBeat, beat, beatWarm, unaloneCome settle down, settle downSwing me your bonesCome settle down, settle downAnd I feel life for the very first timeLove in my arms, and the sun in my eyesI feel safe in the 5 a.m. lightYou carry my fears as the heavens set fire"
dvbbs,electronic,1059834,Where Do We Go,"Where do we go?Where do we go?Whenever you're head is hanging lowMaybe you're scared, up in the airI know a place where we can goWhere do we hide?Where do we cry?I know you're not the only oneWhenever you're downI know a place where we belongYou feel like you're fallingYou feel like you're far awayLost in thе dark, breaking apartBut I know you'll be safeYou'rе taking the long roadThere's no need to runAt the end of the dayI know a place, a place where we belongWhere do we go?Where do we go?Whenever you're head is hanging lowMaybe you're scared, up in the airI know a place where we can goWhere do we hide?Where do we cry?I know you're not the only oneWhenever you're down, down on the groundI know a place where we belong"
banks,electronic,1057365,And I Drove You Crazy,"And I drove you crazy, and I drove you crazyAnd I drove you crazy, and I drove you crazyAnd I drove you crazy, and I drove you crazyAnd I drove you crazy, and I drove you crazyAnd I drove you crazy, and I drove you crazyAnd I drove you crazy, and I drove you crazyAnd I drove you crazy, and I drove you crazyEven though I should've known it was a bad idea to love youAll I wanted was to lift each other upAll I wanted was to lift each other upI couldn't validate or navigate a way around youAll I wanted was to lift each other upI never wanted you to hurt too much to touchWhat are you looking for?Wanted to be your girlAnd anything you wantedBaby, I tried to beWhat are you looking for?Wanted to be your girlIn any way you wanted meBelieve, I tried to be"
sickick,electronic,1054042,Mind Games,"There's another side that you don't know, you don't knowI can't wait to get you all alone, all aloneOnce I'm in, there ain't no letting go, letting goWatch me turn your mind into my homeOoh, ooh, oohMind-mind games until you lose controlOoh, ooh, oohMind-mind games, mind games, mind gamesNow that I'm in, there's no letting goAnd your emptiness beginsOnce I grip onto your mind and soulYour brightness starts to dimSin after sin you won't feel no moreAnd you've lost your trust againI know you wish you could let me knowThat you're praying for an endI can lie to you and tell you""You can get me out your head""But I'm lovin' all the pain I'm causing you too much instead, baby"
thom yorke,electronic,1051975,Dawn Chorus,"Back up the cul-de-sacCome on, do your worstYou quit your job againAnd your train of thoughtIf you could do it all againA little fairy dustA thousand tiny birds singingIf you must, you mustPlease let me knowWhen you’ve had enoughOf the white lightOf the dawn chorusIf you could do it all againYou don't know how muchPronto pronto,moshi moshCome on, chop chopIf you could do it all againYeah, without a second thoughtI don't like leavingThe door shutI think I missed somethingBut I'm not sure whatIn the middle of the vortexThe wind picked upShook up the sootFrom the chimney potInto spiral patternsOf you, my love"
azealia banks,electronic,1051774,Liquorice,"Look, niggas really wanna beat they chest for B-A-N-K-SThese niggas be gorillas for the pin-k fleshThese niggas be vanilla, the chips be legitimateThey just want the pumpernickel sis in the linens with 'emSo since you vanilla men spendCan my hot fudge bitches get with your vanilla friends?Hey, I’m the liquorice bitchYou know I’m looking for these niggas if these niggas is richI make hits, motherfucker, do you jiggle your dickWhen your bitch pop singing on the liquorice hit? Ya knowCan I catch your eye, sirCan I be what you like, yeahI could be the right girlTell me if you like your lady in my-my colorCan I be your type, yeahI could be the right girlTell me if you like your lady in my-my colorCan I be your type, yeahI could set you right, whoaHow are you tonight, sirI'm living my life, ohHope you feel alright, yeah"
